date,Central bank liquidity swaps,"Commercial paper held by Commercial Paper Funding Facility LLC, book value (Effective 2020-06-10, Through 2022-06-29)","Commercial paper held by Commercial Paper Funding Facility LLC, book value, Maturing within 15 days (Effective 2020-06-10, Through 2022-06-29)","Commercial paper held by Commercial Paper Funding Facility LLC, book value, Maturing within 16 days to 90 days (Effective 2020-06-10, Through 2022-06-29)","Commercial paper held by Commercial Paper Funding Facility LLC, book value, Maturing within 91 days to 1 year (Effective 2020-06-10, Through 2022-06-29)","Commercial paper held by Commercial Paper Funding Facility LLC, face value (Post 2020-04-14)","Commercial paper held by Commercial Paper Funding Facility LLC, face value, Maturing within 15 days (Post 2020-04-14)","Commercial paper held by Commercial Paper Funding Facility LLC, face value, Maturing within 16 days to 90 days (Post 2020-04-14)","Commercial paper held by Commercial Paper Funding Facility LLC, face value, Maturing within 91 days to 1 year (Post 2020-04-14)",Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program) Maturing within 16 days to 90 days (Effective 2020-06-01),"Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program), Book Value (Effective 2020-06-01)","Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program), Maturing over 1 year to 5 years (Effective 2020-06-01)","Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program), Maturing within 15 days (Effective 2020-06-01)","Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program), Maturing within 91 days to 1 year (Effective 2020-06-01)",Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility (Through 2010-02-03),"Bank Term Funding Program, net","Credit extended to American International Group, Inc., Net","Money Market Mutual Fund Liquidity Facility (Post 2020-03-18, Through 2022-04-20)",Other credit extensions,Primary credit,Primary dealer and other broker-dealer credit (Through 2010-02-03),"Primary dealer credit facility (Post 2020-03-17, Through 2022-04-20)",Seasonal credit,Secondary credit,Term Asset-Backed Securities Loan Facility,"Loans held by TALF II LLC (Book Value), (Effective 2020-06-16)","Loans held by TALF II LLC (Book Value), Maturing over 1 year to 5 years (Effective 2020-06-16)","Loans held by TALF II LLC (Book Value), Maturing within 15 days (Effective 2020-06-16)","Loans held by TALF II LLC (Book Value), Maturing within 16 days to 90 days (Effective 2020-06-16)","Loans held by TALF II LLC (Book Value), Maturing within 91 days to 1 year (Effective 2020-06-16)",Payroll Protection Program Liquidity Facility,"Municipal notes held by Municipal Liquidity Facility LLC, Book  Value (Effective 2020-06-10)","Municipal notes held by Municipal Liquidity Facility LLC, Maturing over 1 year to 5 years (Effective 2020-06-10)","Municipal notes held by Municipal Liquidity Facility LLC, Maturing within 15 days (Effective 2020-06-10)","Municipal notes held by Municipal Liquidity Facility LLC, Maturing within 16 days to 90 days (Effective 2020-06-10)","Municipal notes held by Municipal Liquidity Facility LLC, Maturing within 91 days to 1 year (Effective 2020-06-10)","Net portfolio holdings of Commercial Paper Funding Facility II LLC (Post 2020-04-14, Through 2022-06-29)",Net portfolio holdings of Commercial Paper Funding Facility LLC,"Net portfolio holdings of Corporate Credit Facility LLC (Post 2020-05-13, Through 2022-12-28)",Net portfolio holdings of LLCs funded through the Money Market Investor Funding Facility,Net portfolio holdings of MS Facilities 2020 LLC (Main Street Lending Program) (Effective 2020-06-01),Net portfolio holdings of Municipal Liquidity Facility LLC (Effective 2020-05-26),Net portfolio holdings of TALF II LLC (Effective 2020-06-16),Term auction credit,Net portfolio holdings of Maiden Lane II LLC,Net portfolio holdings of Maiden Lane III LLC,Net portfolio holdings of Maiden Lane LLC,Net portfolio holdings of TALF LLC,Bank premises,Coin,Gold certificate account,Interdistrict settlement account,Items in process of collection,"Other Assets, Consolidated Table",Repurchase agreements,Special drawing rights certificate account,Preferred interests in AIA Aurora LLC and ALICO Holdings LLC,Federal agency debt securities,Mortgage-backed securities,Bills,Inflation compensation,"Notes and bonds, inflation-indexed","Notes and bonds, nominal"
2014-06-25,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,141,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,22,1654,90,2263,1893,11037,0,66,26093,0,5200,0,43659,1663897,0,15715,96771,2284487
2014-07-02,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,141,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,22,1655,90,2261,1876,11037,0,95,27379,0,5200,0,43659,1663901,0,15802,96771,2292004
2014-07-09,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,22,1655,60,2261,1878,11037,0,98,30108,0,5200,0,43659,1663901,0,15890,96771,2295845
2014-07-16,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,176,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,22,1662,60,2262,1896,11037,0,75,30735,0,5200,0,42650,1676976,0,16034,97327,2296978
2014-07-23,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,199,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,22,1654,60,2263,1917,11037,0,67,32693,0,5200,0,42650,1684265,0,16123,97327,2300166
2014-07-30,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,197,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,22,1660,60,2272,1917,11037,0,75,32968,0,5200,0,42127,1674363,0,16212,97327,2306746
2014-08-06,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,231,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,22,1669,44,2257,1918,11037,0,80,34237,0,5200,0,42127,1674363,0,16266,97332,2308968
2014-08-13,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,233,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,22,1669,44,2261,1929,11037,0,81,36959,0,5200,0,41562,1688571,0,16314,97332,2314001
2014-08-20,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,236,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,22,1668,44,2264,1936,11037,0,73,21070,0,5200,0,41562,1681901,0,16470,97755,2317170
2014-08-27,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,245,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,22,1668,44,2268,1933,11037,0,69,21254,0,5200,0,41562,1678312,0,16518,97755,2321659
2014-09-03,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,234,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,22,1664,44,2255,1922,11037,0,116,22391,0,5200,0,41562,1678316,0,16541,97755,2322690
2014-09-10,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,266,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,22,1665,44,2255,1930,11037,0,94,25095,0,5200,0,41562,1678322,0,16531,97755,2326351
2014-09-17,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,266,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1664,44,2259,1933,11037,0,84,26115,0,5200,0,40006,1700497,0,16581,98188,2331803
2014-09-24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,268,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1664,44,2260,1935,11037,0,79,28060,0,5200,0,40006,1706282,0,16570,98188,2333867
2014-10-01,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,210,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1664,44,2257,1928,11037,0,90,26706,0,5200,0,40006,1696424,0,16555,98188,2336994
2014-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,200,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1671,24,2258,1917,11037,0,78,29440,0,5200,0,40006,1696426,0,16528,98469,2339461
2014-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,217,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674,24,2259,1899,11037,0,102,30024,0,5200,0,39700,1713478,0,16484,98469,2340392
2014-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,201,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1671,24,2263,1891,11037,0,71,31942,0,5200,0,39700,1715445,0,16441,98469,2344287
2014-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1679,24,2268,1914,11037,0,71,32199,0,5200,0,39700,1717888,0,16398,98469,2346714
2014-11-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1679,24,2260,1883,11037,0,75,33242,0,5200,0,39700,1717896,0,16400,98469,2346713
2014-11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1679,0,2261,1883,11037,0,123,35928,0,5200,0,39700,1717896,0,16420,98469,2346713
2014-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681,0,2265,1859,11037,0,91,22617,0,5200,0,39700,1734889,0,16440,98469,2346713
2014-11-26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681,0,2265,1841,11037,0,88,22449,0,5200,0,38677,1729790,0,16463,98469,2346713
2014-12-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681,0,2260,1839,11037,0,96,23378,0,5200,0,38677,1729804,0,16444,98469,2346713
2014-12-10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681,0,2263,1862,11037,0,80,26170,0,5200,0,38677,1729816,0,16379,98469,2346713
2014-12-17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678,0,2264,1876,11037,0,101,27237,0,5200,0,38677,1741957,0,16314,98469,2346712
2014-12-24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678,0,2265,1871,11037,0,126,29580,0,5200,0,38677,1747377,0,16239,98469,2346712
2014-12-31,1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678,0,2264,1873,11037,0,86,27463,0,5200,0,38677,1736832,0,16183,98469,2346712
2015-01-07,1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678,0,2260,1876,11037,0,167,30211,0,5200,0,38677,1736839,0,16043,98469,2346712
2015-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,0,2260,1908,11037,0,161,33020,0,5200,0,38677,1751734,0,15904,98469,2346712
2015-01-21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,0,2262,1928,11037,0,243,32636,0,5200,0,37588,1750532,0,15764,98469,2346712
2015-01-28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686,0,2262,1951,11037,0,138,32912,0,5200,0,37588,1738672,0,15624,98469,2346712
2015-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686,0,2253,1955,11037,0,110,33634,0,5200,0,37588,1738680,0,15472,98469,2346711
2015-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686,0,2253,1957,11037,0,174,36384,0,5200,0,36877,1738696,0,15310,98469,2346711
2015-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686,0,2254,1931,11037,0,184,21056,0,5200,0,36877,1749027,0,15148,98469,2346711
2015-02-25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686,0,2252,1898,11037,0,192,20446,0,5200,0,36877,1740208,0,14987,98469,2346711
2015-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686,0,2247,1870,11037,0,210,22147,0,5200,0,36877,1740225,0,14849,98469,2346711
2015-03-11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692,0,2248,1860,11037,0,202,24905,0,5200,0,36877,1740252,0,14728,98469,2346711
2015-03-18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692,0,2248,1848,11037,0,352,25829,0,5200,0,36877,1745914,0,14608,98469,2346710
2015-03-25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692,0,2248,1839,11037,0,182,25174,0,5200,0,36877,1731909,0,14487,98469,2346710
2015-04-01,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691,0,2241,1832,11037,0,110,26264,0,5200,0,36877,1731928,0,14400,98469,2346709
2015-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691,0,2242,1830,11037,0,98,28878,0,5200,0,36877,1731930,0,14515,98469,2346709
2015-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,0,2243,1813,11037,0,96,29476,0,5200,0,35895,1734434,0,14629,98468,2346709
2015-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,0,2245,1809,11037,0,80,31259,0,5200,0,35895,1737070,0,14743,98468,2346709
2015-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1689,0,2244,1801,11037,0,59,31522,0,5200,0,35895,1718850,0,14858,98468,2346709
2015-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686,0,2239,1811,11037,0,64,32752,0,5200,0,35895,1718860,0,15005,98534,2346643
2015-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,0,2239,1820,11037,0,63,35461,0,5200,0,35895,1743840,0,15157,98534,2346643
2015-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,0,2241,1816,11037,0,81,21213,620,5200,0,35895,1737463,0,15309,98534,2346643
2015-05-27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,0,2241,1790,11037,0,93,21459,0,5200,0,35895,1722434,0,15462,98534,2346643
2015-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,0,2237,1795,11037,0,80,22631,0,5200,0,35895,1722436,0,15572,98534,2346643
2015-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696,0,2240,1829,11037,0,82,25367,0,5200,0,35895,1722437,0,15626,98534,2346643
2015-06-17,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696,0,2243,1844,11037,0,89,26422,0,5200,0,35895,1740877,0,15681,98534,2346642
2015-06-24,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696,0,2243,1867,11037,0,72,28328,0,5200,0,35895,1746393,0,15735,98534,2346642
2015-07-01,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696,0,2236,1870,11037,0,91,26889,0,5200,0,35895,1732060,0,15800,98534,2346641
2015-07-08,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,0,2240,1882,11037,0,68,29631,0,5200,0,35895,1732060,0,15931,98534,2346641
2015-07-15,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,0,2241,1882,11037,0,77,30204,0,5200,0,35895,1743807,0,16063,98534,2346641
2015-07-22,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,0,2241,1885,11037,0,57,32118,0,5200,0,35093,1749460,0,16194,98534,2346641
2015-07-29,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1701,0,2242,1883,11037,0,244,32315,0,5200,0,35093,1734834,0,16326,98534,2346641
2015-08-05,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702,0,2235,1878,11037,0,223,33684,0,5200,0,35093,1734861,0,16429,98534,2346641
2015-08-12,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702,0,2235,1889,11037,0,205,36412,0,5200,0,35093,1734884,0,16519,98534,2346641
2015-08-19,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1701,0,2236,1899,11037,0,314,21065,0,5200,0,35093,1748075,0,16610,98534,2346641
2015-08-26,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1699,0,2237,1910,11037,0,290,20432,0,5200,0,35093,1736612,0,16701,98534,2346641
2015-09-02,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,0,2233,1893,11037,0,309,21554,0,5200,0,35093,1736684,0,16767,98534,2346640
2015-09-09,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,0,2234,1889,11037,0,411,24281,0,5200,0,35093,1736706,0,16769,98534,2346640
2015-09-16,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702,0,2235,1901,11037,0,287,25318,0,5200,0,35093,1745119,0,16770,98534,2346640
2015-09-23,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702,0,2238,1907,11037,0,307,27159,0,5200,0,35093,1752619,0,16772,98534,2346640
2015-09-30,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,0,2241,1909,11037,0,396,25755,0,5200,0,35093,1741233,0,16774,98534,2346639
2015-10-07,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,0,2233,1909,11037,0,560,28489,0,5200,0,35093,1741249,0,16737,98534,2346639
2015-10-14,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,0,2234,1899,11037,0,689,31238,0,5200,0,35093,1756488,0,16700,98534,2346639
2015-10-21,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,0,2235,1893,11037,0,568,30807,0,5200,0,34146,1755197,0,16663,98534,2346639
2015-10-28,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,0,2236,1884,11037,0,459,31062,0,5200,0,34146,1744091,0,16626,98534,2346639
2015-11-04,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,2231,1886,11037,0,452,32121,0,5200,0,34146,1744102,0,16587,98534,2346639
2015-11-11,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,2231,1885,11037,0,686,34857,0,5200,0,34146,1744103,0,16545,98534,2346639
2015-11-18,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,2232,1889,11037,0,452,21568,0,5200,0,32944,1753503,0,16503,98534,2346639
2015-11-25,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715,0,2233,1857,11037,0,548,21250,0,5200,0,32944,1744789,0,16455,98534,2346639
2015-12-02,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,0,2227,1854,11037,0,373,22190,590,5200,0,32944,1744789,0,16428,98534,2346639
2015-12-09,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715,0,2229,1887,11037,0,366,24942,0,5200,0,32944,1744796,0,16416,98534,2346639
2015-12-16,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,0,2232,1900,11037,0,299,25925,0,5200,0,32944,1753157,0,16405,98534,2346639
2015-12-23,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715,0,2234,1897,11037,0,193,27757,0,5200,0,32944,1757757,0,16393,98534,2346639
2015-12-30,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1717,0,2244,1887,11037,0,153,28029,0,5200,0,32944,1747467,0,16381,98534,2346639
2016-01-06,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1717,0,2235,1893,11037,0,181,28984,0,5200,0,32944,1747467,0,16333,98534,2346639
2016-01-13,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1718,0,2236,1922,11037,0,147,31731,0,5200,0,32944,1760602,0,16278,98534,2346639
