date,Central bank liquidity swaps,"Commercial paper held by Commercial Paper Funding Facility LLC, book value (Effective 2020-06-10, Through 2022-06-29)","Commercial paper held by Commercial Paper Funding Facility LLC, book value, Maturing within 15 days (Effective 2020-06-10, Through 2022-06-29)","Commercial paper held by Commercial Paper Funding Facility LLC, book value, Maturing within 16 days to 90 days (Effective 2020-06-10, Through 2022-06-29)","Commercial paper held by Commercial Paper Funding Facility LLC, book value, Maturing within 91 days to 1 year (Effective 2020-06-10, Through 2022-06-29)","Commercial paper held by Commercial Paper Funding Facility LLC, face value (Post 2020-04-14)","Commercial paper held by Commercial Paper Funding Facility LLC, face value, Maturing within 15 days (Post 2020-04-14)","Commercial paper held by Commercial Paper Funding Facility LLC, face value, Maturing within 16 days to 90 days (Post 2020-04-14)","Commercial paper held by Commercial Paper Funding Facility LLC, face value, Maturing within 91 days to 1 year (Post 2020-04-14)",Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program) Maturing within 16 days to 90 days (Effective 2020-06-01),"Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program), Book Value (Effective 2020-06-01)","Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program), Maturing over 1 year to 5 years (Effective 2020-06-01)","Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program), Maturing within 15 days (Effective 2020-06-01)","Loan participations held by MS Facilities 2020 LLC (Main Street Lending Program), Maturing within 91 days to 1 year (Effective 2020-06-01)",Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility (Through 2010-02-03),"Bank Term Funding Program, net","Credit extended to American International Group, Inc., Net","Money Market Mutual Fund Liquidity Facility (Post 2020-03-18, Through 2022-04-20)",Other credit extensions,Primary credit,Primary dealer and other broker-dealer credit (Through 2010-02-03),"Primary dealer credit facility (Post 2020-03-17, Through 2022-04-20)",Seasonal credit,Secondary credit,Term Asset-Backed Securities Loan Facility,"Loans held by TALF II LLC (Book Value), (Effective 2020-06-16)","Loans held by TALF II LLC (Book Value), Maturing over 1 year to 5 years (Effective 2020-06-16)","Loans held by TALF II LLC (Book Value), Maturing within 15 days (Effective 2020-06-16)","Loans held by TALF II LLC (Book Value), Maturing within 16 days to 90 days (Effective 2020-06-16)","Loans held by TALF II LLC (Book Value), Maturing within 91 days to 1 year (Effective 2020-06-16)",Payroll Protection Program Liquidity Facility,"Municipal notes held by Municipal Liquidity Facility LLC, Book  Value (Effective 2020-06-10)","Municipal notes held by Municipal Liquidity Facility LLC, Maturing over 1 year to 5 years (Effective 2020-06-10)","Municipal notes held by Municipal Liquidity Facility LLC, Maturing within 15 days (Effective 2020-06-10)","Municipal notes held by Municipal Liquidity Facility LLC, Maturing within 16 days to 90 days (Effective 2020-06-10)","Municipal notes held by Municipal Liquidity Facility LLC, Maturing within 91 days to 1 year (Effective 2020-06-10)","Net portfolio holdings of Commercial Paper Funding Facility II LLC (Post 2020-04-14, Through 2022-06-29)",Net portfolio holdings of Commercial Paper Funding Facility LLC,"Net portfolio holdings of Corporate Credit Facility LLC (Post 2020-05-13, Through 2022-12-28)",Net portfolio holdings of LLCs funded through the Money Market Investor Funding Facility,Net portfolio holdings of MS Facilities 2020 LLC (Main Street Lending Program) (Effective 2020-06-01),Net portfolio holdings of Municipal Liquidity Facility LLC (Effective 2020-05-26),Net portfolio holdings of TALF II LLC (Effective 2020-06-16),Term auction credit,Net portfolio holdings of Maiden Lane II LLC,Net portfolio holdings of Maiden Lane III LLC,Net portfolio holdings of Maiden Lane LLC,Net portfolio holdings of TALF LLC,Bank premises,Coin,Gold certificate account,Interdistrict settlement account,Items in process of collection,"Other Assets, Consolidated Table",Repurchase agreements,Special drawing rights certificate account,Preferred interests in AIA Aurora LLC and ALICO Holdings LLC,Federal agency debt securities,Mortgage-backed securities,Bills,Inflation compensation,"Notes and bonds, inflation-indexed","Notes and bonds, nominal"
2016-01-20,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1717,0,2237,1950,11037,0,227,31322,0,5200,0,31318,1750275,0,16223,98534,2346639
2016-01-27,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,0,2238,1971,11037,0,195,31600,0,5200,0,31318,1744179,0,16168,98534,2346639
2016-02-03,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,0,2230,1999,11037,0,191,33002,0,5200,0,31318,1744179,0,16097,98534,2346639
2016-02-10,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,0,2231,2006,11037,0,172,35741,0,5200,0,31318,1744180,0,16002,98534,2346639
2016-02-17,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721,0,2231,1995,11037,0,191,20450,0,5200,0,31318,1756771,0,15907,98534,2346639
2016-02-24,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,0,2229,1970,11037,0,141,22451,0,5200,0,31318,1760918,0,15813,98534,2346865
2016-03-02,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,0,2225,1938,11037,0,184,21335,0,5200,0,31318,1751829,0,15753,100880,2344518
2016-03-09,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,0,2225,1930,11037,0,147,24055,0,5200,0,31318,1751830,0,15797,100880,2344518
2016-03-16,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,0,2227,1917,11037,0,150,25064,0,5200,0,29257,1758082,0,15841,100880,2344518
2016-03-23,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,0,2227,1896,11037,0,148,26686,0,5200,0,29257,1762933,0,15884,100880,2344518
2016-03-30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,0,2226,1876,11037,0,142,26956,0,5200,0,29257,1753082,0,15928,100880,2344518
2016-04-06,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,0,2220,1873,11037,0,168,28041,0,5200,0,29257,1753087,0,15946,103501,2341898
2016-04-13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,0,2222,1874,11037,0,169,30749,0,5200,0,29257,1766123,0,15969,103501,2341898
2016-04-20,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,0,2222,1877,11037,0,148,30308,0,5200,0,27096,1759617,0,15965,103134,2342292
2016-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1714,0,2222,1867,11037,0,182,30557,0,5200,0,27096,1744826,0,15987,103134,2342292
2016-05-04,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1714,0,2219,1870,11037,0,150,31785,0,5200,0,27096,1744827,0,16063,103134,2342292
2016-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,2219,1877,11037,0,135,34463,0,5200,0,27096,1744827,0,16179,103134,2342292
2016-05-18,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,2220,1858,11037,0,179,21104,0,5200,0,25096,1754733,0,16295,103134,2342292
2016-05-25,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,2220,1837,11037,0,144,20442,610,5200,0,25096,1743074,0,16411,103134,2342092
2016-06-01,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,2214,1828,11037,0,240,21556,0,5200,0,25096,1743076,0,16536,105939,2339286
2016-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,2214,1839,11037,0,166,24228,0,5200,0,25096,1743081,0,16671,105939,2339286
2016-06-15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,2217,1844,11037,0,164,25208,0,5200,0,25096,1751324,0,16807,105939,2339286
2016-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,2218,1863,11037,0,171,26946,0,5200,0,25096,1758508,0,16942,105939,2339286
2016-06-29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,0,2220,1853,11037,0,137,27070,0,5200,0,25096,1743541,0,17077,105939,2339286
2016-07-06,2994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,0,2212,1841,11037,0,282,28229,0,5200,0,25096,1743541,0,17202,106669,2338557
2016-07-13,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,0,2212,1868,11037,0,229,30886,0,5200,0,25096,1743541,0,17316,106669,2338557
2016-07-20,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,2214,1896,11037,0,240,30488,0,5200,0,22492,1757254,0,16852,103596,2342204
2016-07-27,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1702,0,2214,1899,11037,0,225,30735,0,5200,0,22492,1741091,0,16963,103596,2342204
2016-08-03,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,0,2210,1900,11037,0,210,32054,0,5200,0,22492,1741104,0,17065,103596,2342204
2016-08-10,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,2210,1912,11037,0,225,34689,0,5200,0,22492,1741109,0,17156,103596,2342204
2016-08-17,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,2211,1930,11037,0,221,19481,0,5200,0,22492,1753354,0,17247,103596,2342604
2016-08-24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,2213,1935,11037,0,206,21184,0,5200,0,22492,1759020,0,17338,103596,2342604
2016-08-31,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,2212,1931,11037,0,218,19990,0,5200,0,22492,1743982,0,17445,104553,2341647
2016-09-07,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,2204,1919,11037,0,220,22641,0,5200,0,22492,1743984,0,17399,104553,2341647
2016-09-14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,2204,1925,11037,0,213,25293,0,5200,0,22492,1763473,0,17352,104553,2341647
2016-09-21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,2205,1927,11037,0,67,25286,0,5200,0,20492,1757343,0,17306,104553,2341647
2016-09-28,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,2206,1927,11037,0,54,25372,0,5200,0,20492,1736875,0,17260,104553,2341647
2016-10-05,7003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1708,0,2201,1922,11037,0,61,26713,0,5200,0,20492,1736877,0,17273,105224,2340976
2016-10-12,3220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,0,2201,1901,11037,0,104,29320,0,5200,0,20492,1736877,0,17297,105224,2340976
2016-10-19,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,0,2203,1898,11037,0,76,29860,0,5200,0,18493,1750733,0,17320,105224,2340976
2016-10-26,3541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,0,2202,1895,11037,0,62,29145,0,5200,0,18493,1735841,0,17344,105224,2340976
2016-11-02,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1708,0,2199,1884,11037,0,75,30288,0,5200,0,18493,1735847,0,17385,105526,2340674
2016-11-09,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1708,0,2200,1878,11037,0,105,32918,0,5200,0,18493,1735848,0,17454,105526,2340674
2016-11-16,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1708,0,2204,1866,11037,0,77,20013,0,5200,0,18493,1747791,0,17522,105526,2340674
2016-11-23,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,0,2204,1830,11037,0,63,21924,0,5200,0,18493,1759036,0,17601,105526,2340674
2016-11-30,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,2210,1829,11037,0,57,20571,0,5200,0,18493,1740674,0,17661,106697,2339503
2016-12-07,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,2199,1849,11037,0,77,23181,59,5200,0,18493,1740677,0,17696,106697,2339103
2016-12-14,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1708,0,2200,1870,11037,0,74,25848,0,5200,0,18493,1760415,0,17731,106697,2339103
2016-12-21,4743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,2204,1872,11037,0,66,25834,0,5200,0,16180,1758481,0,17766,106697,2339103
2016-12-28,4826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,2210,1874,11037,0,94,25983,0,5200,0,16180,1741387,0,17801,106697,2339103
2017-01-04,5563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,2202,1875,11037,0,168,27041,0,5200,0,16180,1741391,0,17791,106697,2339103
2017-01-11,2626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,0,2203,1890,11037,0,98,29651,0,5200,0,16180,1741398,0,17748,106697,2339103
2017-01-18,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,0,2204,1911,11037,0,115,30277,0,5200,0,16180,1750940,0,17192,104106,2342206
2017-01-25,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,2205,1938,11037,0,81,29573,0,5200,0,16180,1744594,0,17149,104106,2342206
2017-02-01,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,0,2197,1951,11037,0,82,30935,0,5200,0,16180,1744636,0,17114,104930,2341382
2017-02-08,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,0,2199,1961,11037,0,81,33573,0,5200,0,16180,1744642,0,17124,104930,2341382
2017-02-15,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,0,2199,1970,11037,0,106,18566,0,5200,0,14829,1759700,0,17133,104930,2341382
2017-02-22,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,0,2202,1967,11037,0,127,20137,0,5200,0,13329,1773621,0,17144,104930,2341382
2017-03-01,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,0,2196,1942,11037,0,79,19585,0,5200,0,13329,1763186,0,17175,105901,2340411
2017-03-08,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,0,2197,1934,11037,0,66,22209,0,5200,0,13329,1763191,0,17337,105901,2340411
2017-03-15,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,2197,1929,11037,0,62,23312,0,5200,0,13329,1771184,0,17499,105901,2340411
2017-03-22,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,2199,1921,11037,0,49,24898,0,5200,0,13329,1777645,0,17661,105901,2340411
2017-03-29,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,2200,1912,11037,0,65,24984,0,5200,0,13329,1769118,0,17823,105901,2340611
2017-04-05,5075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1718,0,2199,1908,11037,0,72,26216,0,5200,0,13329,1769122,0,17942,107233,2339280
2017-04-12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1708,0,2198,1899,11037,0,90,28860,0,5200,0,13329,1781091,0,18034,107233,2339280
2017-04-19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1708,0,2199,1888,11037,0,102,29433,0,5200,0,11829,1776917,0,18095,106803,2339740
2017-04-26,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1709,0,2199,1883,11037,0,84,28669,0,5200,0,11829,1769013,0,18187,106803,2339740
2017-05-03,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1709,0,2199,1878,11037,0,113,30005,0,5200,0,11829,1769015,0,18249,106803,2339740
2017-05-10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1709,0,2196,1860,11037,0,62,32630,62,5200,0,11829,1769016,0,18272,106803,2339740
2017-05-17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,0,2198,1835,11037,0,59,19890,0,5200,0,8834,1778109,0,18295,106803,2339540
2017-05-24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,0,2199,1820,11037,0,60,21450,62,5200,0,8834,1780383,0,18317,106803,2339540
2017-05-31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,0,2209,1791,11037,0,99,20337,0,5200,0,8834,1770958,0,18353,108126,2338216
2017-06-07,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,0,2195,1809,11037,0,84,22935,0,5200,0,8834,1770958,0,18440,108126,2338216
2017-06-14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,0,2197,1814,11037,0,65,25512,0,5200,0,8097,1782601,0,18528,108126,2338216
2017-06-21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,0,2198,1819,11037,0,61,25495,0,5200,0,8097,1781099,0,18615,108126,2338216
2017-06-28,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,0,2197,1819,11037,0,93,25576,0,5200,0,8097,1770280,0,18703,108126,2338216
2017-07-05,3070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,0,2197,1796,11037,0,116,26866,0,5200,0,8097,1770281,0,18753,108734,2337609
2017-07-12,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,0,2196,1805,11037,0,62,29444,0,5200,0,8097,1770281,0,18778,108734,2337609
2017-07-19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,0,2197,1821,11037,0,68,30079,0,5200,0,8097,1779394,0,18607,107651,2338887
2017-07-26,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,0,2198,1833,11037,0,56,29283,0,5200,0,8097,1768999,0,18631,107651,2338887
2017-08-02,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,0,2192,1839,11037,0,74,30633,0,5200,0,8097,1769026,0,18657,108973,2337565
2017-08-09,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,0,2196,1851,11037,0,65,33212,0,5200,0,8097,1769029,0,18683,108973,2337565
