date,Central bank liquidity swaps,Corporate Credit Facility LLC,Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility (Through 2010-02-03),"Credit extended to American International Group, Inc., Net",Money Market Mutual Fund Liquidity Facility (Post 2020-03-18),Other credit extensions,Payroll Protection Program Liquidity Facility,Primary credit,Primary dealer and other broker-dealer credit (Through 2010-02-03),Primary dealer credit facility (Post 2020-03-17),Seasonal credit,Secondary credit,Term Asset-Backed Securities Loan Facility,Net portfolio holdings of Commercial Paper Funding Facility LLC,Net portfolio holdings of LLCs funded through the Money Market Investor Funding Facility,Term auction credit,Net portfolio holdings of Maiden Lane II LLC,Net portfolio holdings of Maiden Lane III LLC,Net portfolio holdings of Maiden Lane LLC,Net portfolio holdings of TALF LLC,Foreign currency denominated assets,Bank premises,Coin,Gold certificate account,Interdistrict settlement account,Items in process of collection,Net portfolio holdings of Commercial Paper Funding Facility II LLC (Post 2020-04-14),"Other Assets, Consolidated Table",Repurchase agreements,Special drawing rights certificate account,Preferred interests in AIA Aurora LLC and ALICO Holdings LLC,Federal agency debt securities,Mortgage-backed securities,Bills,Inflation compensation,"Notes and bonds, inflation-indexed","Notes and bonds, nominal",Unamortized discounts on securities held outright,Unamortized premiums on securities held outright
2007-08-22,0,0,0,0,0,0,0,2001,0,0,261,0,0,0,0,0,0,0,0,0,21418,2068,1017,11037,0,3389,0,7156,19000,2200,0,0,0,277019,4706,35753,472142,-3977,8321
2007-08-29,0,0,0,0,0,0,0,1101,0,0,257,0,0,0,0,0,0,0,0,0,21524,2071,1014,11037,0,3971,0,7631,33750,2200,0,0,0,272019,4723,35753,472142,-3898,8295
2007-09-05,0,0,0,0,0,0,0,1106,0,0,232,0,0,0,0,0,0,0,0,0,21556,2079,1017,11037,0,7235,0,7420,35000,2200,0,0,0,267019,4727,35753,472142,-3895,8269
2007-09-12,0,0,0,0,0,0,0,7152,0,0,234,0,0,0,0,0,0,0,0,0,21861,2082,1049,11037,0,4664,0,7967,45000,2200,0,0,0,267019,4724,35753,472142,-3892,8243
2007-09-19,0,0,0,0,0,0,0,1115,0,0,244,0,0,0,0,0,0,0,0,0,21776,2086,1090,11037,0,4165,0,8154,32750,2200,0,0,0,267019,4722,35753,472142,-3854,8217
2007-09-26,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,21998,2090,1105,11037,0,3378,0,8625,56000,2200,0,0,0,267019,4719,35753,472142,-3791,8191
2007-10-03,0,0,0,0,0,0,0,26,0,0,153,0,0,0,0,0,0,0,0,0,21942,2103,1120,11037,0,3501,0,8469,35250,2200,0,0,0,267019,4711,35753,472142,-3715,8165
2007-10-10,0,0,0,0,0,0,0,40,0,0,133,0,0,0,0,0,0,0,0,0,21945,2103,1143,11037,0,6369,0,9003,50000,2200,0,0,0,267019,4694,35753,472142,-3658,8138
2007-10-17,0,0,0,0,0,0,0,10,0,0,98,0,0,0,0,0,0,0,0,0,22044,2105,1179,11037,0,2061,0,9121,36250,2200,0,0,0,267019,4677,35753,472142,-3615,8112
2007-10-24,0,0,0,0,0,0,0,3,0,0,98,402,0,0,0,0,0,0,0,0,22276,2106,1216,11037,0,2937,0,9623,46000,2200,0,0,0,267019,4661,35753,472142,-3579,8086
2007-10-31,0,0,0,0,0,0,0,10,0,0,82,0,0,0,0,0,0,0,0,0,22417,2118,1251,11037,0,2869,0,9458,48500,2200,0,0,0,267019,4672,36911,470984,-3544,8060
2007-11-07,0,0,0,0,0,0,0,1300,0,0,44,0,0,0,0,0,0,0,0,0,22768,2110,1230,11037,0,3763,0,9963,48000,2200,0,0,0,267019,4699,36911,470984,-3505,8034
2007-11-14,0,0,0,0,0,0,0,11,0,0,49,0,0,0,0,0,0,0,0,0,22926,2111,1203,11037,0,7179,0,10451,49500,2200,0,0,0,267019,4726,36911,470984,-3483,8008
2007-11-21,0,0,0,0,0,0,0,11,0,0,45,2,0,0,0,0,0,0,0,0,23319,2114,1178,11037,0,4934,0,7448,55000,2200,0,0,0,267019,4756,36911,470984,-3443,8082
2007-11-28,0,0,0,0,0,0,0,8,0,0,46,0,0,0,0,0,0,0,0,0,23106,2114,1165,11037,0,2039,0,7851,46000,2200,0,0,0,267019,4779,36911,470984,-3432,8067
2007-12-05,0,0,0,0,0,0,0,2108,0,0,38,0,0,0,0,0,0,0,0,0,23019,2118,1190,11037,0,3145,0,7745,46500,2200,0,0,0,267019,4801,36911,470984,-3401,8050
2007-12-12,0,0,0,0,0,0,0,4514,0,0,33,0,0,0,0,0,0,0,0,0,22930,2120,1209,11037,0,3099,0,8123,47750,2200,0,0,0,262019,4821,36911,470984,-3347,8034
2007-12-19,0,0,0,0,0,0,0,4735,0,0,31,0,0,0,0,0,0,0,0,0,22509,2124,1198,11037,0,4094,0,8535,57750,2200,0,0,0,257019,4842,36911,470984,-3293,8017
2007-12-26,14000,0,0,0,0,0,0,4513,0,0,22,0,0,0,0,20000,0,0,0,0,22640,2128,1173,11037,0,2376,0,9053,42500,2200,0,0,0,241856,4862,36911,470984,-3096,8000
2008-01-02,24000,0,0,0,0,0,0,4918,0,0,5,0,0,0,0,40000,0,0,0,0,23241,2134,1169,11037,0,3021,0,8890,56750,2200,0,0,0,227841,4892,36911,470984,-2917,7983
2008-01-09,24000,0,0,0,0,0,0,1010,0,0,5,0,0,0,0,40000,0,0,0,0,23225,2132,1202,11037,0,3216,0,9372,30500,2200,0,0,0,215360,4948,36911,470984,-2743,7966
2008-01-16,24000,0,0,0,0,0,0,5557,0,0,10,0,0,0,0,40000,0,0,0,0,23411,2132,1246,11037,0,2726,0,9439,39000,2200,0,0,0,215360,4452,37463,470984,-2722,7949
2008-01-23,24000,0,0,0,0,0,0,14,0,0,6,0,0,0,0,50000,0,0,0,0,23480,2137,1294,11037,0,3836,0,9809,22000,2200,0,0,0,210360,4508,37463,470984,-2659,7933
2008-01-30,24000,0,0,0,0,0,0,43,0,0,3,0,0,0,0,50000,0,0,0,0,23563,2140,1369,11037,0,2271,0,10479,50000,2200,0,0,0,205360,4564,37463,470984,-2582,7916
2008-02-06,24000,0,0,0,0,0,0,458,0,0,1,0,0,0,0,60000,0,0,0,0,23454,2132,1388,11037,0,2406,0,10291,15500,2200,0,0,0,200360,4570,38437,470010,-2533,7899
2008-02-13,24000,0,0,0,0,0,0,38,0,0,1,0,0,0,0,60000,0,0,0,0,23290,2132,1380,11037,0,1915,0,10802,28000,2200,0,0,0,200360,4563,38437,470010,-2502,7882
2008-02-20,10000,0,0,0,0,0,0,1368,0,0,3,0,0,0,0,60000,0,0,0,0,23373,2134,1359,11037,0,4012,0,7166,38750,2200,0,0,0,200360,4556,38437,470010,-2583,7865
2008-02-27,10000,0,0,0,0,0,0,683,0,0,4,0,0,0,0,60000,0,0,0,0,23988,2138,1352,11037,0,2033,0,7686,54500,2200,0,0,0,200360,4549,38437,470010,-2531,7849
2008-03-05,0,0,0,0,0,0,0,34,0,0,3,0,0,0,0,60000,0,0,0,0,24331,2140,1351,11037,0,2330,0,7421,52250,2200,0,0,0,200360,4581,38437,470010,-2494,7832
2008-03-12,0,0,0,0,0,0,0,23,0,0,5,0,0,0,0,60000,0,0,0,0,24699,2138,1324,11037,0,1878,0,7926,77000,2200,0,0,0,190360,4629,38437,470010,-2392,7816
2008-03-19,0,0,0,0,0,0,0,120,28800,0,6,0,0,0,0,80000,0,0,0,0,25143,2141,1316,11037,0,1904,0,8217,62000,2200,0,0,0,152360,4678,38437,465010,-2101,7799
2008-03-26,0,0,0,0,0,0,0,579,37023,0,6,0,0,0,0,80000,0,0,0,0,25295,2143,1321,11037,0,1257,0,8558,106750,2200,0,0,0,114091,4726,38437,455052,-1803,7765
2008-04-02,21000,0,0,0,0,0,0,10341,34443,0,12,0,0,0,0,100000,0,0,0,0,24835,2145,1340,11037,0,5323,0,8329,76000,2200,0,0,0,92985,4769,38437,445050,-1695,7749
2008-04-09,21000,0,0,0,0,0,0,7343,26479,0,16,0,0,0,0,100000,0,0,0,0,25129,2142,1356,11037,0,1941,0,8774,120000,2200,0,0,0,81828,4798,38437,435051,-1629,7706
2008-04-16,36000,0,0,0,0,0,0,8831,25655,0,22,0,0,0,0,100000,0,0,0,0,25374,2143,1381,11037,0,2001,0,8792,104250,2200,0,0,0,70317,4827,38437,435051,-1582,7689
2008-04-23,36000,0,0,0,0,0,0,13462,18555,0,25,0,0,0,0,100000,0,0,0,0,25131,2146,1422,11037,0,2911,0,9330,109500,2200,0,0,0,70317,4857,38437,435051,-1565,7667
2008-04-30,36000,0,0,0,0,0,0,11964,17775,0,24,0,0,0,0,100000,0,0,0,0,24705,2158,1460,11037,0,1942,0,9182,115500,2200,0,0,0,70317,4887,39171,434317,-1562,7645
2008-05-07,36000,0,0,0,0,0,0,11490,16260,0,40,0,0,0,0,100000,0,0,0,0,24475,2145,1431,11037,0,1854,0,9564,130500,2200,0,0,0,65752,4973,39171,426818,-1511,7558
2008-05-14,52000,0,0,0,0,0,0,13382,14485,0,38,0,0,0,0,125000,0,0,0,0,24584,2147,1386,11037,0,2712,0,9865,100000,2200,0,0,0,49610,5059,39171,421816,-1419,7533
2008-05-21,52000,0,0,0,0,0,0,15264,13555,0,52,0,0,0,0,125000,0,0,0,0,25090,2151,1345,11037,0,1309,0,7066,134000,2200,0,0,0,41155,5146,39171,417391,-1530,7512
2008-05-28,62000,0,0,0,0,0,0,19041,10125,0,56,0,0,0,0,150000,0,0,0,0,24819,2152,1318,11037,0,2825,0,7339,115000,2200,0,0,0,34296,5232,39171,412392,-1497,7473
2008-06-04,62000,0,0,0,0,0,0,12966,7750,0,77,0,0,0,0,150000,0,0,0,0,24657,2152,1325,11037,0,2364,0,7255,119750,2200,0,0,0,30069,5305,39171,412392,-1476,7452
2008-06-11,62000,0,0,0,0,0,0,13450,8520,0,67,0,0,0,0,150000,0,0,0,0,24599,2149,1339,11037,0,1721,0,7812,118250,2200,0,0,0,25143,5368,39171,412392,-1454,7431
2008-06-18,62000,0,0,0,0,0,0,13667,8145,0,77,0,0,0,0,150000,0,0,0,0,24472,2154,1329,11037,0,1644,0,7998,133500,2200,0,0,0,21740,5431,39171,412392,-1439,7410
2008-06-25,62000,0,0,0,0,0,0,13637,1690,0,76,0,0,0,0,150000,0,0,0,0,24510,2154,1333,11037,0,1697,0,8351,129750,2200,0,0,0,21740,5494,39171,412392,-1424,7389
2008-07-02,62000,0,0,0,0,0,0,12814,0,0,105,0,0,0,0,150000,0,0,28893,0,25053,2154,1317,11037,0,1892,0,8340,113000,2200,0,0,0,21740,5563,39171,412392,-1419,7368
2008-07-09,62000,0,0,0,0,0,0,12985,0,0,97,250,0,0,0,150000,0,0,28944,0,24809,2154,1299,11037,0,2287,0,8696,107000,2200,0,0,0,21740,5648,39171,412392,-1404,7347
2008-07-16,62000,0,0,0,0,0,0,16097,0,0,94,0,0,0,0,150000,0,0,29019,0,25166,2157,1311,11037,0,1676,0,8811,116750,2200,0,0,0,21740,5733,39171,412392,-1390,7326
2008-07-23,62000,0,0,0,0,0,0,17675,0,0,94,60,0,0,0,150000,0,0,29059,0,24753,2158,1334,11037,0,2059,0,9066,103750,2200,0,0,0,21740,5818,39171,412392,-1379,7306
2008-07-30,62000,0,0,0,0,0,0,17279,0,0,98,0,0,0,0,150000,0,0,29099,0,24603,2161,1386,11037,0,1294,0,9583,123250,2200,0,0,0,21740,5903,39171,412392,-1367,7285
2008-08-06,62000,0,0,0,0,0,0,17407,0,0,97,0,0,0,0,150000,0,0,29139,0,24339,2160,1379,11037,0,3678,0,9513,104750,2200,0,0,0,21740,6027,39832,411731,-1418,7264
2008-08-13,62000,0,0,0,0,0,0,17552,0,0,99,0,0,0,0,150000,0,0,29179,0,23916,2162,1378,11037,0,2133,0,9988,118250,2200,0,0,0,21740,6131,39832,411731,-1406,7243
2008-08-20,67000,0,0,0,0,0,0,18469,0,0,94,0,0,0,0,150000,0,0,29207,0,23608,2163,1402,11037,0,1447,0,6481,100750,2200,0,0,0,21740,6235,39832,411731,-1502,7227
2008-08-27,67000,0,0,0,0,0,0,18901,0,0,102,0,0,0,0,150000,0,0,29247,0,23656,2166,1415,11037,0,1487,0,6973,111000,2200,0,0,0,21740,6339,39832,411731,-1493,7212
2008-09-03,62000,0,0,0,0,0,0,19000,0,0,90,0,0,0,0,150000,0,0,29287,0,23568,2162,1414,11037,0,4109,0,6692,109000,2200,0,0,0,21740,6423,39832,411731,-1485,7197
2008-09-10,62000,0,0,0,0,0,0,23455,0,0,101,0,0,0,0,150000,0,0,29327,0,23162,2165,1445,11037,0,2079,0,7163,126750,2200,0,0,0,21740,6480,39832,411731,-1476,7182
2008-09-17,62000,0,0,28000,0,0,0,33401,59780,0,95,18,0,0,0,150000,0,0,29367,0,23624,2168,1468,11037,0,1403,0,7447,98000,2200,0,0,0,21740,6536,39832,411731,-1432,7174
2008-09-24,141900,0,72667,44566,0,0,0,39327,105662,0,101,19,0,0,0,150000,0,0,29407,0,24004,2169,1494,11037,0,1442,0,8066,86000,2200,0,10000,0,18423,6593,39832,411731,-1498,7159
2008-10-01,286432,0,152108,61283,0,0,0,49524,146565,0,42,0,0,0,0,149000,0,0,29447,0,23473,2167,1509,11037,0,1789,0,8185,83000,2200,0,14500,0,18423,6635,39832,411731,-1527,7144
2008-10-08,335184,0,139481,70304,0,0,0,98107,122940,0,33,0,0,0,0,149000,0,0,29487,0,23758,2170,1522,11037,0,1653,0,8872,100000,2200,0,14105,0,18423,6593,39832,411731,-1512,7129
2008-10-15,406882,0,122763,82860,0,0,0,101853,133871,0,24,0,0,0,0,263092,0,0,29526,0,23538,2170,1546,11037,0,4882,0,9238,80000,2200,0,14105,0,18423,6569,40806,410757,-1622,7114
2008-10-22,477159,0,107895,90323,0,0,0,107547,102377,0,14,0,0,0,0,263092,0,0,26802,0,23262,2172,1584,11037,0,1439,0,10023,80000,2200,0,14105,0,18423,6526,40806,410757,-1606,7099
2008-10-29,498860,0,96010,83548,0,0,0,110737,79453,0,16,0,0,144808,0,301363,0,0,26848,0,23278,2174,1645,11037,0,1441,0,10448,80000,2200,0,13620,0,18423,6484,40806,410757,-1594,7084
2008-11-05,528355,0,85097,81215,0,0,0,108567,71642,0,9,0,0,243305,0,301363,0,0,26863,0,23488,2169,1648,11037,0,1862,0,10679,80000,2200,0,13235,0,18423,6470,41071,410491,-1616,7069
2008-11-12,569716,0,76546,83581,0,0,0,99180,56653,0,12,106,0,257287,0,415302,0,0,26949,0,23411,2171,1640,11037,0,1602,0,11077,80000,2200,0,12969,0,18423,6455,41071,410491,-1603,7054
2008-11-19,562090,0,61923,87397,0,0,0,92645,46611,0,8,118,0,270879,0,415302,0,0,26919,0,23514,2178,1648,11037,0,1573,0,7137,80000,2200,0,12501,0,18423,6440,41071,410491,-1549,7039
2008-11-26,475435,0,53309,55936,0,0,0,91725,57886,0,6,186,0,294094,0,406508,0,21148,26979,0,23687,2180,1642,11037,0,1594,0,6947,80000,2200,0,12221,0,18423,6422,41071,410491,-1534,7022
2008-12-03,506819,0,49234,55950,0,0,0,87813,55619,0,3,132,0,303880,0,406508,0,21183,27082,0,23881,2175,1640,11037,0,2024,0,6855,80000,2200,0,11572,0,18423,6369,41071,410491,-1534,7009
2008-12-10,582575,0,34425,57143,0,0,0,89952,51594,0,2,0,0,312414,0,447959,0,19600,26889,0,24369,2176,1661,11037,0,1455,0,7322,80000,2200,0,15812,0,18423,6261,41071,410491,-1522,7149
2008-12-17,583135,0,27421,41550,0,0,0,90237,47336,0,0,0,0,318843,0,447959,20031,19656,26910,0,26494,2185,1677,11037,0,1290,0,7643,80000,2200,0,17621,0,18423,6152,41071,410491,-1503,7512
2008-12-24,552728,0,23993,39507,0,0,0,84898,38190,0,3,40,0,331686,0,450219,20049,28191,26966,0,25783,2186,1680,11037,0,1717,0,8285,80000,2200,0,20878,0,18423,6029,41071,410491,-1491,8068
2008-12-31,553728,0,23765,38914,0,0,0,93769,37404,0,7,15,0,334102,0,450219,20117,26785,27023,0,25874,2194,1688,11037,0,1377,0,7448,80000,2200,0,19708,0,18423,5936,41071,410491,-1489,8049
2009-01-07,538162,0,21143,39120,0,0,0,83677,34326,0,0,10,0,334409,0,384031,19794,26881,27061,0,25307,2182,1704,11037,0,1999,0,7384,60000,2200,0,19258,0,18423,5732,41071,410491,-1480,8027
2009-01-14,510514,0,16093,39126,0,0,0,66481,33406,0,0,139,0,334705,0,371297,19800,26942,27122,0,25118,2183,1744,11037,0,1680,0,8007,40000,2200,0,24158,5634,18423,5529,41071,410491,-1471,8693
2009-01-21,462796,0,14775,38333,0,0,0,62898,33290,0,1,28,0,350524,0,416031,19813,26967,27181,0,24946,2184,1789,11037,0,2206,0,7937,20000,2200,0,24158,5991,18423,4608,39378,412914,-1475,8825
2009-01-28,465672,0,15967,38339,0,0,0,68288,32196,0,1,1,0,248091,0,415631,18964,27456,25772,0,25163,2183,1856,11037,0,1623,0,8499,0,2200,0,28365,7377,18423,4415,39378,412914,-1467,9096
2009-02-04,387448,0,16933,38644,0,0,0,66233,27199,0,4,17,0,258664,0,412883,18968,27510,25860,0,24396,2180,1915,11037,0,1275,0,8442,0,2200,0,29915,7377,18423,4268,39378,412914,-1465,9196
2009-02-11,390829,0,14185,37350,0,0,0,65189,26122,0,4,2,0,251206,0,412883,18630,27634,25877,0,24377,2185,1909,11037,0,970,0,8895,0,2200,0,32150,7377,18423,4155,39378,412914,-1457,9318
2009-02-18,375005,0,12722,37357,0,0,0,65144,25268,0,2,0,0,248671,0,447563,18640,27674,25917,0,23706,2187,1886,11037,0,2131,0,6224,0,2200,0,33577,65292,18423,4042,39378,412914,-1474,10731
2009-02-25,374947,0,9980,38163,0,0,0,65590,25163,0,3,0,0,242503,0,447563,18647,27695,25969,0,23591,2187,1855,11037,0,1305,0,6618,0,2200,0,38338,68745,18423,3929,39378,412914,-1466,11185
2009-03-04,315211,0,8087,41969,0,0,0,66728,23557,0,2,0,0,241296,0,493145,18708,27745,26107,0,22886,2182,1848,11037,0,1221,0,6481,0,2200,0,38238,68902,18423,3905,39378,412914,-1480,11146
2009-03-11,312461,0,6834,42775,0,0,0,65482,19575,0,2,0,0,240858,0,493145,18427,27597,26178,0,23223,2186,1835,11037,0,1059,0,7041,0,2200,0,44432,68958,18423,3947,39378,412914,-1472,11475
2009-03-18,329012,0,7634,43581,0,0,0,64047,20075,0,3,1,0,240713,0,468589,18439,27628,26212,0,23560,2187,1827,11037,0,718,0,7693,0,2200,0,48272,236489,18423,3990,39378,412914,-1678,14329
2009-03-25,327778,0,6845,43188,0,0,0,61305,20175,0,4,1,4711,241311,0,468589,18449,27645,26288,0,24077,2187,1832,11037,0,760,0,9376,0,2200,0,50393,236156,18423,4032,39378,412914,-1671,14466
2009-04-01,308792,0,6085,45967,0,0,0,58037,18300,0,3,1,4692,249731,0,467278,18516,27661,26336,0,23607,2183,1837,11037,0,960,0,8664,0,2200,0,53616,236637,18423,4076,39378,430454,-1479,16420
2009-04-08,313396,0,3664,45073,0,0,0,48335,13400,0,3,62,4692,251226,0,467277,18227,27350,26398,0,23614,2185,1835,11037,0,1261,0,9485,0,2200,0,56288,236651,18423,4127,39378,446488,-1433,18341
2009-04-15,293533,0,2013,45479,0,0,0,46869,10400,0,2,60,6379,238439,0,455799,18234,27412,26439,0,23564,2187,1838,11037,0,1368,0,10714,0,2200,0,61441,355637,18423,4176,39473,464032,-1459,21338
2009-04-22,282863,0,804,43986,0,0,0,43756,8000,0,1,62,6379,242431,0,455799,18253,27429,26481,0,23541,2191,1870,11037,0,1147,0,10423,0,2200,0,64511,367590,18423,4538,40976,471032,-1457,22891
2009-04-29,249513,0,3699,45492,0,0,0,45261,700,0,1,0,6379,181795,0,403573,18328,27449,26502,0,23867,2204,1879,11037,0,1123,0,10564,0,2200,0,68158,366153,18423,4590,40976,485057,-1438,23645
2009-05-06,249302,0,28961,45498,0,0,0,39591,600,0,3,5,6379,168480,0,403573,16143,20219,25672,0,23733,2194,1901,11037,0,1609,0,10984,0,2200,0,71474,365820,18423,4620,41253,496305,-1499,25971
2009-05-13,246838,0,28616,45704,0,0,0,41803,0,0,11,0,15915,163209,0,428835,16150,20305,25693,0,24331,2194,1860,11037,0,892,0,12640,0,2200,0,72955,431545,18423,4645,41253,512770,-1484,28543
2009-05-20,235112,0,27291,45110,0,0,0,37881,0,0,11,140,15916,157083,0,428835,16163,20365,25683,0,24574,2196,1818,11037,0,761,0,10008,0,2200,0,76674,431480,18423,4671,41253,518925,-1528,29905
2009-05-27,181647,0,25944,44116,0,0,0,38047,0,0,14,0,15451,149389,0,372540,16252,20379,25717,0,24625,2198,1790,11037,0,1786,0,10075,0,2200,0,79753,427552,18423,4894,42803,534022,-1544,31534
2009-06-03,175742,0,23635,43123,0,0,0,42086,0,0,15,0,15380,142635,0,372540,16263,20446,25831,0,24843,2194,1785,11037,0,1687,0,10470,0,2200,0,81971,427633,18423,4921,42803,540022,-1546,32097
2009-06-10,164234,0,20194,43129,0,0,0,35408,0,0,14,3,25243,138440,0,336566,15941,20010,25882,0,24381,2196,1781,11037,0,928,0,10699,0,2200,0,86369,427416,18423,4948,42803,562516,-1524,33395
2009-06-17,148563,0,18598,42535,0,0,0,36595,0,0,28,0,25216,132082,0,336566,15954,20142,25875,0,24512,2200,1781,11037,0,1130,0,12036,0,2200,0,89765,455964,18423,4976,42803,572466,-1712,33205
2009-06-24,119430,0,15476,42741,0,0,0,49196,0,0,50,20,25176,124032,0,282808,15961,20159,25885,0,24683,2202,1779,11037,0,736,0,12020,0,2200,0,96626,467226,18423,5004,42803,586963,-1756,34950
2009-07-01,114585,0,14807,43458,0,0,0,35708,0,0,74,3,25021,114693,0,282808,16061,20172,25925,0,24761,2196,1778,11037,0,1369,0,11292,0,2200,0,97828,462444,18423,5032,42803,597212,-1776,36309
2009-07-08,109144,0,9555,43464,0,0,0,34520,0,0,69,0,24873,112894,0,273706,15742,18779,25955,0,24799,2199,1777,11037,0,685,0,12222,0,2200,0,97828,462453,18423,5063,42803,607211,-1847,37498
2009-07-15,111641,0,5469,42871,0,0,0,34743,0,0,82,0,30121,111053,0,273691,15754,18814,25978,0,24954,2201,1792,11037,0,851,0,12270,0,2200,0,101701,526418,18423,5095,42939,617575,-2371,37545
2009-07-22,89582,0,2227,43277,0,0,0,33445,0,0,90,121,29978,109846,0,237634,15760,18837,26056,0,25034,2211,1838,11037,0,828,0,13055,0,2200,0,102680,545466,18423,5291,44438,624575,-2480,37944
2009-07-29,87738,0,806,42196,0,0,0,36370,0,0,94,0,30422,67300,0,237621,15144,21137,25870,0,24705,2215,1895,11037,0,649,0,13195,0,2200,0,105915,542888,18423,5323,44438,627575,-2506,38319
2009-08-05,76271,0,113,41335,0,0,0,33187,0,0,99,870,30132,61163,0,233598,15147,21304,25949,0,25083,2208,1936,11037,0,1036,0,13890,0,2200,0,108066,542885,18423,5401,44588,636919,-2531,39344
2009-08-12,75211,0,113,40675,0,0,0,38024,0,0,110,705,29557,58052,0,233598,14818,20860,25988,0,24786,2214,1913,11037,0,763,0,15185,0,2200,0,110003,542885,18423,5498,44588,660465,-2732,40261
2009-08-19,69141,0,113,39214,0,0,0,29942,0,0,123,620,36280,53742,0,221081,14841,20875,25982,0,25053,2217,1907,11037,0,1013,0,11440,0,2200,0,111787,609531,18423,5595,44588,667481,-3148,40205
2009-08-26,60210,0,79,39153,0,0,0,30458,0,0,119,595,35439,48997,0,221081,14943,20888,26014,0,24980,2219,1915,11037,0,790,0,10746,0,2200,0,117392,622864,18423,5691,44588,676176,-3252,41498
2009-09-02,63287,0,79,38792,0,0,0,31859,0,0,109,578,37144,47663,0,212110,14947,20935,26079,0,25206,2214,1916,11037,0,926,0,10833,0,2200,0,119337,625253,18423,5755,44588,684075,-3057,41738
2009-09-09,61607,0,79,39132,0,0,0,29478,0,0,107,578,37056,45667,0,212110,14637,20511,26109,0,25614,2216,1920,11037,0,1169,0,11953,0,2200,0,123116,625278,18423,5737,44588,689025,-3042,42213
2009-09-16,61101,0,79,39371,0,0,0,28199,0,0,118,558,43555,42974,0,196020,14649,20545,26146,0,25848,2218,1937,11037,0,684,0,12034,0,2200,0,125159,685056,18423,5718,44588,691074,-3120,44083
2009-09-23,59121,0,79,38810,0,0,0,28505,0,0,125,583,41879,42438,0,196020,14662,20554,26189,0,25859,2223,1961,11037,0,888,0,13246,0,5200,0,129206,693595,18423,5699,44588,696923,-3131,44217
2009-09-30,56756,0,79,38743,0,0,0,28226,0,0,111,463,42709,41029,0,178379,14751,20566,26261,0,25966,2234,1981,11037,0,521,0,12438,0,5200,0,131176,692365,18423,5681,44588,700468,-3137,44288
2009-10-07,49831,0,79,39882,0,0,0,28582,0,0,87,470,42104,41059,0,178379,14461,20166,26304,0,26106,2221,1990,11037,0,655,0,13530,0,5200,0,133811,692291,18423,5706,44588,700468,-3130,44289
2009-10-14,43627,0,0,40921,0,0,0,27231,0,0,87,465,43053,40098,0,155442,14466,20228,26361,0,26251,2223,1991,11037,0,3532,0,15252,0,5200,0,136384,762990,18423,5732,44588,704717,-3174,46451
2009-10-21,41637,0,0,41161,0,0,0,23563,0,0,74,403,42255,39429,0,155440,14476,20237,26398,0,26176,2225,2025,11037,0,868,0,15072,0,5200,0,139841,776868,18423,5758,44643,704663,-3149,46730
2009-10-28,32930,0,0,44800,0,0,0,22528,0,0,78,370,41403,19023,0,139245,16007,23167,26282,0,25917,2229,2063,11037,0,712,0,14856,0,5200,0,141601,774066,18423,5783,44643,705713,-3136,46894
2009-11-04,31884,0,0,44539,0,0,0,22484,0,0,60,0,42883,14480,0,139245,16009,23233,26321,0,26012,2224,2088,11037,0,738,0,15272,0,5200,0,146959,774394,18423,5798,44643,707649,-3143,46927
2009-11-11,29088,0,0,43979,0,0,0,19878,0,0,77,0,43835,14299,0,109456,15733,22932,26339,0,26277,2226,2060,11037,0,771,0,16629,0,5200,0,149673,775573,18423,5806,44643,707649,-3138,46950
2009-11-18,28278,0,0,44918,0,0,0,19935,0,0,78,0,43602,15043,0,109456,15766,22951,26349,231,26368,2228,2037,11037,0,729,0,12228,0,5200,0,153049,847042,18423,5813,44643,707649,-3218,49167
2009-11-25,25811,0,0,45063,0,0,0,19921,0,0,58,0,44537,15046,0,101009,15845,22961,26361,266,26684,2226,2016,11037,0,871,0,11867,0,5200,0,155066,852124,18423,5821,44643,707649,-3208,49295
2009-12-02,23038,0,0,20660,0,0,0,19681,0,0,33,0,44443,15032,0,101009,15847,22989,26464,266,26725,2231,2019,11037,0,742,0,12214,0,5200,25000,155066,852172,18423,5829,44643,707649,-3212,49182
2009-12-09,16505,0,0,21097,0,0,0,19094,0,0,34,208,43865,14027,0,85832,15571,22621,26491,266,26294,2234,2037,11037,0,775,0,15593,0,5200,25000,156145,854313,18423,5840,44643,707649,-3203,49174
2009-12-16,14492,0,0,19933,0,0,0,19217,0,0,38,255,46752,14039,0,85832,15578,22642,26578,266,25928,2239,2045,11037,0,597,0,15563,0,5200,25000,157685,901231,18423,5851,44643,707649,-3205,50530
2009-12-23,10272,0,0,20470,0,0,0,18810,0,0,36,955,47708,14055,0,75918,15581,22650,26585,298,25453,2245,2051,11037,0,625,0,16630,0,5200,25000,159879,910433,18423,5862,44643,707649,-3200,50790
2009-12-30,10272,0,0,22033,0,0,0,19111,0,0,44,980,47532,14072,0,75918,15697,22660,26667,298,25302,2249,2047,11037,0,519,0,15503,0,5200,25000,159879,908257,18423,5873,44643,707649,-3191,50638
2010-01-06,10272,0,0,22215,0,0,0,19143,0,0,0,931,47533,14076,0,75918,15662,22757,26736,298,25413,2240,2064,11037,0,1087,0,15446,0,5200,25106,159879,908737,18423,5881,44643,707649,-3195,50521
